,place,date,category,place ,Tagline,Review 
10,Granite_Hot_Springs2,Sep 2020 , Family,"Midland, TX ",Great,It’s a far drive on a rough road but worth it and much closer to Jackson hole than the hot spring in Yellowstone. It was great for families with little kids. It’s not fancy at all so don’t expect that and make sure to pack your own picnic for after your refreshing dip. There’s plenty of picnic spots and a beautiful waterfall on the way.
11,Granite_Hot_Springs2,Sep 2020,not available,"Sutter, CA ",Beautiful location,This was a fun trip and the hot springs were so warm and inviting. The road in is a bit bumpy but it is well worth stopping at the falls first then the hot springs.
12,Granite_Hot_Springs2,Sep 2020 , Couples, ,Great Venue and Relaxing Hot Springs!,"The 9 mile unimproved road isn’t that big of a deal....even in a Nissan Maxima rental. Average speed is about 20-25 miles an hour and the road has quite a few campsites visible from the road. We arrived around 0945, paid the entry fee in cash, and hopped in the pool; Water temp was about 80-85 degrees; everyone kept to the social distancing requirements. Masks are not required and that was a great thing."
13,Granite_Hot_Springs2,Aug 2020 , Family, ,"Rough ride, amazing views and great time","Wasn’t on our plan to visit but turned out to be one of our favorite things we did in Wyoming. Loved the rustic views of nature, hot  Springs felt great and the water fall was impressive."
14,Granite_Hot_Springs2,Aug 2020 , Family, ,No mask zone,Went there and was told that this was a no mask area. We could not wear a mask. No signs that said that. We left. Very disappointed. Rude attendant.
15,Granite_Hot_Springs2,Jul 2020,not available,"Baltimore, Maryland ","Terrible drive, wonderful visit.","To get to the pool you have to drive 10 miles over some of the worst roads I’ve ever driven on.. took us 45 minutes to go 10 miles. Once we got there however, the pool was beautiful, perfectly warm and uncrowded. The scenery is awesome. If you don’t get motion sick and you have a decent SUV or truck, it’s worth it."
16,Granite_Hot_Springs2,Jul 2020,not available,"Houston, TX ",We loved this place!,"We enjoyed a soak in the remote Granite Hot Springs and a picnic lunch afterwards. The views are great and the air is clean. The nine mile long dirt road to get here was a bit rutted and dusty, but worth the drive. The pool was built by the Civilian Conservation Corps back in the 1930's and is fed by a natural hot spring from Granite Creek. The attendant was friendly. There is a change house for men and women. Snacks and sodas are available from the attendant, but I would recommend you pack a picnic lunch. There is also a waterfall you can stop at about a mile from the pool. My wife enjoyed watching a cowboy wrangle some cattle at one of the ranches on the drive in. There is camping available in the canyon. We saw several fly fishermen on the creek.. It's definitely an off the grid location. This would be an awesome snowmobile ride in winter!"
17,Granite_Hot_Springs2,Jul 2020 , Family,"Tarpon Springs, FL ",Relaxing soak!,"BUMPY ride for 10 miles, big pot holes and gravel! Breath taking views all the way up and at the spring. Worth the trip!"
18,Granite_Hot_Springs2,Jun 2020,not available,"New Orleans, LA ",Unique spot,Not an easy spot to get to but so neat! Unreal how warm the water it. Make sure you have reservations!
19,Granite_Hot_Springs2,Sep 2019,not available,"Wellsville, UT ",CAN'T BEAT THE MOUNTAIN FRAGRANCE HERE,"Road is a LONG way in and bumpy. Campground was really nice although the campground host was a little bit of a Warden. I imagine he has to be on top of people because some people do crazy things. The restrooms were super clean. The hot springs are really a treat, albeit expensive for what they are. I wouldn't recommend traveling on this road if it's been raining. Super slick in places with drop offs."
20,Granite_Hot_Springs2,Mar 2020 , Family, ,Fun snowmobile ride,"As long as you don't mind the rude pool attendant it's a fun little trip. It's not that far of a ride and has some good spots to stop and play or just stay on the trail. All was good until we walked up and started to get yelled at by the rude attendant, not very professional especially since we had young children with us. Otherwise it's a good spot to go."
21,Granite_Hot_Springs2,Jan 2020,not available,"Marco Island, FL ",Enchanting scenery!,My family enjoyed the experience at Granite Hot Springs while on the Iditarod tour. Our daughter and family enjoyed the warm water but did not care for the changing area. It was dark and very crowded.
22,Granite_Hot_Springs2,Oct 2019,not available,"Dallas, TX ",Off Season Swimming is the best,"We had such a great time on this visit! It was considered off season and we had the pool to ourselves for about an hour. The views are incredible and even though it was about 40 degrees out, the pool was a warm 105 as the sun was setting. We absolutely adore the very funny caretaker and we hope to be back soon."
23,Granite_Hot_Springs2,Oct 2019 , Friends,"Lodi, WI ",Beautiful springs,"Went to the springs on a Tuesday morning right at opening. We had the springs to ourselves. So peaceful. The drive in is beautiful, but prepare yourself for a long bumpy road, I wouldn’t attempt it without an SUV or truck."
24,Granite_Hot_Springs2,Jul 2019 , Couples,"Petersburg, IL ",The journey is as good as the destination,"To get to the hot spring you have to get off the main road and drive down a gravel/dirt road. We enjoyed this as much as the hot spring. The scenery is beautiful and there is a large waterfall to stop & look at on the way. The hot spring pool is old and off the grid. Outhouse restrooms, and an empty room for changing (if you are shy you would want to wear your suit there). We went in the morning and really enjoyed the pool. The afternoon got very crowded & we got out of there. There is a pretty good hike from the parking up to the pool but that was enjoyable too. We would do this again."
25,Granite_Hot_Springs2,Sep 2019 , Friends,"Chubbuck, ID ",A trip to my favorite place,Got to take a relaxing soak in the pool. Then a beautiful walk by the falls. I still think the sky is more blue there.
26,Granite_Hot_Springs2,Sep 2019 , Friends, ,Vacation,Water was just barely 90 degrees. Not exactly hot. Would not go again. Too long of a drive on dirt road. Not worth it for me.
27,Granite_Hot_Springs2,Sep 2019,not available,"Cullman, AL ",Perfect on a cool day in the Tetons,"We've stopped here a couple of times and loved it. The water is warmer in the Fall / Winter than in the Spring/Summer due to the snow melt run-off, but I'd recommend it anytime. Road can be a bit rough at times due to the weather and Wyoming's relaxed repair attitude, so be prepared for 9+ miles of bumpy driving. Take cash, no cards accepted. There are basic bathrooms and a changing room at the facility, but not much else. But what do you expect? - it's miles in the middle of nowhere. The views are beautiful from the pool - especially this last time with the snow starting to cap the surrounding mountains."
28,Granite_Hot_Springs2,Sep 2019,not available,"Germantown, TN ",One of best memories of our teip,"It was a very warm day, so the hot springs themselves weren’t great, but the drive out there is magnificent. We were glad we had an SUV since most of the road is up paved and bumpy. Note- the sign for the turnoff on the highway is easy to miss, which we did. ☹️"
29,Granite_Hot_Springs2,Aug 2019 , Family,"North Battleford, Canada ",Worth the drive,Warm and relaxing. A perfect stop after a day of chilly rafting or to freshen up when camping. Good temperature. The drive is a bit long and winding.
30,Granite_Hot_Springs2,Aug 2019 , Family,"Salt Lake City, UT ",Jackson Hole sucks tell your friends,This place is down a long bumpy dirty road. At the end of the road is a pool that is warm. Big deal. Go away tourists!!!!!
31,Granite_Hot_Springs2,Aug 2019,not available,"Minneapolis, MN ",What a family friendly high alpine hot spring should be,"The setting and experience is what makes a hot spring a good hot spring. This place is certainly off the beaten path but that didn't seem to deter people. It is a very bumpy gravel mountain road to get there on the best of days. Depending on conditions the road may be impassable by regular cars, i.e. 4wd and extra ground clearance may be required. And in winter it is snow machine access only. The temp was pleasant and nicely distributed. There were rivers of warm water at certain places in the pool that created good temps throughout. Some natural rocks built into the hillside walls are a nice touch. Be sure to take a splash in the river!"
32,Granite_Hot_Springs2,Aug 2019,not available,"Crystal Lake, IL, United States ",Disappointing,"When I saw the reviews of the dirt road, I thought maybe some were exaggerating the drive. But it was a long slow stressful drive and my rental car was covered in dirt. The pot holes on the road were everywhere so it took a long time to get there. A few days earlier we went to Chico Hot Spring in MT and it was a wonderful experience. The scenery here is beautiful, but the pool was rather small and crowded. There was algae floating everywhere. My teenage son enjoyed it but I wished it was cleaner. I would have been more relaxing to have more time in the pool at the condo."
33,Granite_Hot_Springs2,Jun 2019 , Family,"Muskego, WI ",Didn't Meet Our Expectations,"The road took way longer than anticipated because of 10 miles on a road you couldn’t even go 20mph on. This won the distinction as the worst road on our trip. I remember reading reviews about the Moose Wilson Road in GTNP being bad, and this road is WAY worse than that. We made the drive fine in our minivan, but I was hoping this hot springs was going to be well worth the terrible drive. It fell short.    We paid about $35 for our family of six to go in the pool. Surprisingly, there were more people than I expected after seeing that road. I would estimate there were about 40-50 people there. There are a girl and boy changing room as well.    This also won the distinction as the part of the trip that didn’t live up to expectations. It kind of just feels like you are in a heated pool. The scenery around is pretty, but because of being in a real pool, it doesn't feel like a hot springs at all. In my mind, it was more like a heated public pool at the end of a dirt road filled with pot holes.    Would I recommend this to someone else? No. We had four cars in our group of 18. Not one of us thought the experience warranted the cost and the drive there. This was the part of the trip that all of us said we could have skipped and felt like we didn't miss anything."
34,Granite_Hot_Springs2,Jun 2019 , Couples,"New Berlin, NY ",The Granite Hot Springs Area,"We did not go to the Hot Springs, but visited the area around it. Beautiful widlflowers and natural beauty everywhere."
35,Granite_Hot_Springs2,Jun 2019 , Couples,"Columbus, OH ","If you have a 1/2 day to spare, go here","So, while researching Jackson, WY, I came across this little place and thought we check it out. We were staying in Teton Village and left about 11:30. We made our way out of town and stopped at THE BIRD to have lunch....this is a must do restaurant. It's hidden off the road, so you need to be looking for it. It had a fantastic menu of burgers, wings, salad and a deck with a view during your meal. Enjoy this, because there's not much between there and the springs. Once you get to the dirt road, it's about a 20 min drive only because it's slow going on the road. If there has been alot of rain, I wouldn't try driving this road, choose a day when it's been dry. The Hot springs is what others have said, it's a pool of hot spring water that the guy there said, is emptied every day and refilled with the hot spring. It enters in very shallow and is about 8 ft at it's deepest. There was about 45 people there while we were in it. There's ONE spot where the springs enter the pool and it's a coveted spot. We just happened to be there with a very lively family, vacationing there from Nepal. They were a joyful delight and they unified the whole pool in song and laughter which made our experience there unique and great fun with stories to come home with. There are changing rooms there, snacks to buy, BRING CASH ($8 per person) and TOWELS and a plastic bag for wet stuff. The water was warm...not too hot, but I think it would get hotter as the season gets warmer. The guy that runs it did say, it gets busier as the summer goes on. So maybe if you're heading there this summer, check it out in the morning when maybe the crowds will be down. This was a fun afternoon chillin in the pool and on our way out we stopped by the waterfall (about a mile down the road) and checked it out. It's a beautiful canyon that you drive into, we were all happy to of done it...if we were going back, I don't think we would return...but we would go back to the Bird for a meal :)"
36,Granite_Hot_Springs2,Jun 2019 , Family,"Spring Hill, TN ",Not Yellowstone but it’s fun.,We were told due to lots of snowmelt this spring the water would not be as hot as usual. However it was still 93 degrees and we all got in and had a fun time. Normally the water is warmer. We had 7 grandkids aged 10 to 18months and they loved it. The hot springs flows into a concrete pool that they built so it could accommodate people getting in and out.  The last part of your drive is a dirt road for about 10 miles that has a lot of bumps but we just figured it was part of the adventure and it was. If it has been raining there the day you go I would recommend a 4 wheel drive due to the road becoming muddy but we had a 15 passenger van and made it even though it was pretty muddy on our way in.
37,Granite_Hot_Springs2,Jun 2019 , Family,"Louisville, KY ",Interesting place!,"Warmish hot springs, more like a public pool, but natural (maybe?). Hidden down a 10 mile dirt road but the scenery is beautiful."
38,Granite_Hot_Springs2,Jun 2019 , Family,"Salt Lake City, UT ",Great day trip,This is a good place in a great setting. It’s hard to judge..it could be so much more but then it would be so much more crowded. A ten mile gravel road that is rough but can be traversed by any vehicle in decent weather. Facilities are adequate. The water temp in June was a bit disappointing when you’re used to hot spring pools that are truly hot (102-108). But the coolness allows young kids to spend more time in the water...it was about 91-93. Scenery is stellar!
39,Granite_Hot_Springs2,Mar 2022 , Family,"Stephens City, VA ",Great outing,Was a great outing the views are amazing and we rented snow mobiles and drove there the water was warm. Had a bathroom and changing room. Costs 8$
40,Granite_Hot_Springs2,Jun 2021,not available,"Prince George, VA ",Nice Little Place!,"Nice little place. Long rickety road to get there. It's in the middle of the woods, up a hill. You check in and pay cash at a little house at the top of the steps. Family owned business. STANK restrooms, so be prepared. Water is nice and warm...likely best enjoyed when the weather is cold/cool. We still enjoyed it in June, but were done before the hour was up. Arrived at opening to avoid crowds. Decent little experience...not the most pristine nor polished, but we were okay."
41,Granite_Hot_Springs2,May 2021,not available,"Collins, GA ","no review for the place - except, no signage to help you know where to turn on US-191","Can't go there is you can't find it. NO road signs, billboards or directional markers on US 191. We couldn't even find, and never saw, any signage for the Iditarod Dog Tours. Wife and I would have gone to the springs, spent the day (and a few dollars), maybe even stayed overnight. People can't come see you fi they don't know hos to get there. GPS was NO help. Get it together, maybe we'll try again if we're in the area."
42,Granite_Hot_Springs2,Jun 2021 , Couples,"Pittsford, VT ",Amazinf,This is a must do. The water is a constant 93 degrees in the summer. And 112 in the winter. It’s a concrete pool that contains the hot spring water. The “pool” is drained every night and refilled every morning. It’s so cool!
43,Granite_Hot_Springs2,Jun 2021 , Friends, ,Off the beaten path. Very relaxing,An hour or so south of Jackson. Have to travel a bumpy dirt road for about 20-30 minutes to get there. Only suggest during good weather. Cheap tickets ($5 per adult). Was perfect way to relax after a long day. Closes at 7pm in spring/summer. Stayed about an hour and a half. Two of the group ran the Grand Tetons Half Marathon that day and felt fine the next day after a soak.
44,Granite_Hot_Springs2,Mar 2021,not available,"Frisco, TX ","Amazing Views, Hidden Gem Hot Spring","The family and I took a guided snowmobile tour to the granite hot spring. The facility is very well maintained and despite the extremely heavy tourist traffic appears be well preserved. The water temperature did not disappoint and the views were spectacular. A must see on your things to do in Jackson, WY!"
45,Granite_Hot_Springs2,Jan 2021,not available, ,Snowmobile ride to the hot springs,This was a great 1/2 day trip. Easy for the entire family. Getting in and out of your swimsuit is pretty easy since the changing rooms are just up the stairs from the hot spring pool
46,Granite_Hot_Springs2,Dec 2020,not available, ,Plan Transportation to Hot Springs Ahead of Time,"As stated on the website, the only way to go to hot springs in the winter is via snowmobile, skiing, or dog sled. We drove from Jackson to go to hot springs assuming there would be some form of transportation to/from the hot springs where the road ends. To our surprise there wasn't. We were told we had to buy tickets Jackson Hole to snowmobile to/from the hot springs. No where does it say that on the site. Please note, if you want to go to hot springs via mode of transportation, plan accordingly before driving an hour to them to find out there is NO ticket sales at point of entrance. It's a beautiful drive though. Enjoy your soak."
47,Granite_Hot_Springs2,Oct 2020 , Couples,"Sioux Falls, SD ",Wonderful hidden gem,Was a fun place to visit! It’s a little bit of a ball down a gravel road but well worth it. Water was about 80ish degrees in October and it was great! We enjoyed the scenery on the way there and while in the pool. Cash only $8 a person I believe and like $4 or $6 for a child. Fun off the way thing that isn’t super touristy. There was only like 8 other people there. Bring your own towel and enjoy!
48,Granite_Hot_Springs2,Oct 2020 , Couples,"Colorado Springs, CO, ","Beautiful, although a tad crowded...","It's a short trek from Jackson to here. Totally worth it. The drive is gorgeous, inexpensive to get in and so relaxing!! Little crowded but was still able to socially distant... Beautiful falls Right down river from the pool."
49,Granite_Hot_Springs2,Sep 2020,not available,"Pittsfield, MA ",Great place,"Not much in social distancing but a great place to go. Not as good as the natural rock hot springs but good overall & in a beautiful spot. Make sure you hydrate well before you get in, I did not & was not good after, if you hydrate prior to will be fine."
50,Granite_Hot_Springs2,Sep 2020 , Family,"Midland, TX ",Great,It’s a far drive on a rough road but worth it and much closer to Jackson hole than the hot spring in Yellowstone. It was great for families with little kids. It’s not fancy at all so don’t expect that and make sure to pack your own picnic for after your refreshing dip. There’s plenty of picnic spots and a beautiful waterfall on the way.
51,Granite_Hot_Springs2,Sep 2020,not available,"Sutter, CA ",Beautiful location,This was a fun trip and the hot springs were so warm and inviting. The road in is a bit bumpy but it is well worth stopping at the falls first then the hot springs.
52,Granite_Hot_Springs2,Sep 2020 , Couples, ,Great Venue and Relaxing Hot Springs!,"The 9 mile unimproved road isn’t that big of a deal....even in a Nissan Maxima rental. Average speed is about 20-25 miles an hour and the road has quite a few campsites visible from the road. We arrived around 0945, paid the entry fee in cash, and hopped in the pool; Water temp was about 80-85 degrees; everyone kept to the social distancing requirements. Masks are not required and that was a great thing."
53,Granite_Hot_Springs2,Aug 2020 , Family, ,"Rough ride, amazing views and great time","Wasn’t on our plan to visit but turned out to be one of our favorite things we did in Wyoming. Loved the rustic views of nature, hot  Springs felt great and the water fall was impressive."
54,Granite_Hot_Springs2,Aug 2020 , Family, ,No mask zone,Went there and was told that this was a no mask area. We could not wear a mask. No signs that said that. We left. Very disappointed. Rude attendant.
55,Granite_Hot_Springs2,Jul 2020,not available,"Baltimore, Maryland ","Terrible drive, wonderful visit.","To get to the pool you have to drive 10 miles over some of the worst roads I’ve ever driven on.. took us 45 minutes to go 10 miles. Once we got there however, the pool was beautiful, perfectly warm and uncrowded. The scenery is awesome. If you don’t get motion sick and you have a decent SUV or truck, it’s worth it."
56,Granite_Hot_Springs2,Jul 2020,not available,"Houston, TX ",We loved this place!,"We enjoyed a soak in the remote Granite Hot Springs and a picnic lunch afterwards. The views are great and the air is clean. The nine mile long dirt road to get here was a bit rutted and dusty, but worth the drive. The pool was built by the Civilian Conservation Corps back in the 1930's and is fed by a natural hot spring from Granite Creek. The attendant was friendly. There is a change house for men and women. Snacks and sodas are available from the attendant, but I would recommend you pack a picnic lunch. There is also a waterfall you can stop at about a mile from the pool. My wife enjoyed watching a cowboy wrangle some cattle at one of the ranches on the drive in. There is camping available in the canyon. We saw several fly fishermen on the creek.. It's definitely an off the grid location. This would be an awesome snowmobile ride in winter!"
57,Granite_Hot_Springs2,Jul 2020 , Family,"Tarpon Springs, FL ",Relaxing soak!,"BUMPY ride for 10 miles, big pot holes and gravel! Breath taking views all the way up and at the spring. Worth the trip!"
58,Granite_Hot_Springs2,Jun 2020,not available,"New Orleans, LA ",Unique spot,Not an easy spot to get to but so neat! Unreal how warm the water it. Make sure you have reservations!
59,Granite_Hot_Springs2,Sep 2019,not available,"Wellsville, UT ",CAN'T BEAT THE MOUNTAIN FRAGRANCE HERE,"Road is a LONG way in and bumpy. Campground was really nice although the campground host was a little bit of a Warden. I imagine he has to be on top of people because some people do crazy things. The restrooms were super clean. The hot springs are really a treat, albeit expensive for what they are. I wouldn't recommend traveling on this road if it's been raining. Super slick in places with drop offs."
60,Granite_Hot_Springs2,Mar 2020 , Family, ,Fun snowmobile ride,"As long as you don't mind the rude pool attendant it's a fun little trip. It's not that far of a ride and has some good spots to stop and play or just stay on the trail. All was good until we walked up and started to get yelled at by the rude attendant, not very professional especially since we had young children with us. Otherwise it's a good spot to go."
61,Granite_Hot_Springs2,Jan 2020,not available,"Marco Island, FL ",Enchanting scenery!,My family enjoyed the experience at Granite Hot Springs while on the Iditarod tour. Our daughter and family enjoyed the warm water but did not care for the changing area. It was dark and very crowded.
62,Granite_Hot_Springs2,Oct 2019,not available,"Dallas, TX ",Off Season Swimming is the best,"We had such a great time on this visit! It was considered off season and we had the pool to ourselves for about an hour. The views are incredible and even though it was about 40 degrees out, the pool was a warm 105 as the sun was setting. We absolutely adore the very funny caretaker and we hope to be back soon."
63,Granite_Hot_Springs2,Oct 2019 , Friends,"Lodi, WI ",Beautiful springs,"Went to the springs on a Tuesday morning right at opening. We had the springs to ourselves. So peaceful. The drive in is beautiful, but prepare yourself for a long bumpy road, I wouldn’t attempt it without an SUV or truck."
64,Granite_Hot_Springs2,Jul 2019 , Couples,"Petersburg, IL ",The journey is as good as the destination,"To get to the hot spring you have to get off the main road and drive down a gravel/dirt road. We enjoyed this as much as the hot spring. The scenery is beautiful and there is a large waterfall to stop & look at on the way. The hot spring pool is old and off the grid. Outhouse restrooms, and an empty room for changing (if you are shy you would want to wear your suit there). We went in the morning and really enjoyed the pool. The afternoon got very crowded & we got out of there. There is a pretty good hike from the parking up to the pool but that was enjoyable too. We would do this again."
65,Granite_Hot_Springs2,Sep 2019 , Friends,"Chubbuck, ID ",A trip to my favorite place,Got to take a relaxing soak in the pool. Then a beautiful walk by the falls. I still think the sky is more blue there.
66,Granite_Hot_Springs2,Sep 2019 , Friends, ,Vacation,Water was just barely 90 degrees. Not exactly hot. Would not go again. Too long of a drive on dirt road. Not worth it for me.
67,Granite_Hot_Springs2,Sep 2019,not available,"Cullman, AL ",Perfect on a cool day in the Tetons,"We've stopped here a couple of times and loved it. The water is warmer in the Fall / Winter than in the Spring/Summer due to the snow melt run-off, but I'd recommend it anytime. Road can be a bit rough at times due to the weather and Wyoming's relaxed repair attitude, so be prepared for 9+ miles of bumpy driving. Take cash, no cards accepted. There are basic bathrooms and a changing room at the facility, but not much else. But what do you expect? - it's miles in the middle of nowhere. The views are beautiful from the pool - especially this last time with the snow starting to cap the surrounding mountains."
68,Granite_Hot_Springs2,Sep 2019,not available,"Germantown, TN ",One of best memories of our teip,"It was a very warm day, so the hot springs themselves weren’t great, but the drive out there is magnificent. We were glad we had an SUV since most of the road is up paved and bumpy. Note- the sign for the turnoff on the highway is easy to miss, which we did. ☹️"
69,Granite_Hot_Springs2,Aug 2019 , Family,"North Battleford, Canada ",Worth the drive,Warm and relaxing. A perfect stop after a day of chilly rafting or to freshen up when camping. Good temperature. The drive is a bit long and winding.
70,Granite_Hot_Springs2,Aug 2019 , Family,"Salt Lake City, UT ",Jackson Hole sucks tell your friends,This place is down a long bumpy dirty road. At the end of the road is a pool that is warm. Big deal. Go away tourists!!!!!
71,Granite_Hot_Springs2,Aug 2019,not available,"Minneapolis, MN ",What a family friendly high alpine hot spring should be,"The setting and experience is what makes a hot spring a good hot spring. This place is certainly off the beaten path but that didn't seem to deter people. It is a very bumpy gravel mountain road to get there on the best of days. Depending on conditions the road may be impassable by regular cars, i.e. 4wd and extra ground clearance may be required. And in winter it is snow machine access only. The temp was pleasant and nicely distributed. There were rivers of warm water at certain places in the pool that created good temps throughout. Some natural rocks built into the hillside walls are a nice touch. Be sure to take a splash in the river!"
72,Granite_Hot_Springs2,Aug 2019,not available,"Crystal Lake, IL, United States ",Disappointing,"When I saw the reviews of the dirt road, I thought maybe some were exaggerating the drive. But it was a long slow stressful drive and my rental car was covered in dirt. The pot holes on the road were everywhere so it took a long time to get there. A few days earlier we went to Chico Hot Spring in MT and it was a wonderful experience. The scenery here is beautiful, but the pool was rather small and crowded. There was algae floating everywhere. My teenage son enjoyed it but I wished it was cleaner. I would have been more relaxing to have more time in the pool at the condo."
73,Granite_Hot_Springs2,Jun 2019 , Family,"Muskego, WI ",Didn't Meet Our Expectations,"The road took way longer than anticipated because of 10 miles on a road you couldn’t even go 20mph on. This won the distinction as the worst road on our trip. I remember reading reviews about the Moose Wilson Road in GTNP being bad, and this road is WAY worse than that. We made the drive fine in our minivan, but I was hoping this hot springs was going to be well worth the terrible drive. It fell short.    We paid about $35 for our family of six to go in the pool. Surprisingly, there were more people than I expected after seeing that road. I would estimate there were about 40-50 people there. There are a girl and boy changing room as well.    This also won the distinction as the part of the trip that didn’t live up to expectations. It kind of just feels like you are in a heated pool. The scenery around is pretty, but because of being in a real pool, it doesn't feel like a hot springs at all. In my mind, it was more like a heated public pool at the end of a dirt road filled with pot holes.    Would I recommend this to someone else? No. We had four cars in our group of 18. Not one of us thought the experience warranted the cost and the drive there. This was the part of the trip that all of us said we could have skipped and felt like we didn't miss anything."
74,Granite_Hot_Springs2,Jun 2019 , Couples,"New Berlin, NY ",The Granite Hot Springs Area,"We did not go to the Hot Springs, but visited the area around it. Beautiful widlflowers and natural beauty everywhere."
75,Granite_Hot_Springs2,Jun 2019 , Couples,"Columbus, OH ","If you have a 1/2 day to spare, go here","So, while researching Jackson, WY, I came across this little place and thought we check it out. We were staying in Teton Village and left about 11:30. We made our way out of town and stopped at THE BIRD to have lunch....this is a must do restaurant. It's hidden off the road, so you need to be looking for it. It had a fantastic menu of burgers, wings, salad and a deck with a view during your meal. Enjoy this, because there's not much between there and the springs. Once you get to the dirt road, it's about a 20 min drive only because it's slow going on the road. If there has been alot of rain, I wouldn't try driving this road, choose a day when it's been dry. The Hot springs is what others have said, it's a pool of hot spring water that the guy there said, is emptied every day and refilled with the hot spring. It enters in very shallow and is about 8 ft at it's deepest. There was about 45 people there while we were in it. There's ONE spot where the springs enter the pool and it's a coveted spot. We just happened to be there with a very lively family, vacationing there from Nepal. They were a joyful delight and they unified the whole pool in song and laughter which made our experience there unique and great fun with stories to come home with. There are changing rooms there, snacks to buy, BRING CASH ($8 per person) and TOWELS and a plastic bag for wet stuff. The water was warm...not too hot, but I think it would get hotter as the season gets warmer. The guy that runs it did say, it gets busier as the summer goes on. So maybe if you're heading there this summer, check it out in the morning when maybe the crowds will be down. This was a fun afternoon chillin in the pool and on our way out we stopped by the waterfall (about a mile down the road) and checked it out. It's a beautiful canyon that you drive into, we were all happy to of done it...if we were going back, I don't think we would return...but we would go back to the Bird for a meal :)"
76,Granite_Hot_Springs2,Jun 2019 , Family,"Spring Hill, TN ",Not Yellowstone but it’s fun.,We were told due to lots of snowmelt this spring the water would not be as hot as usual. However it was still 93 degrees and we all got in and had a fun time. Normally the water is warmer. We had 7 grandkids aged 10 to 18months and they loved it. The hot springs flows into a concrete pool that they built so it could accommodate people getting in and out.  The last part of your drive is a dirt road for about 10 miles that has a lot of bumps but we just figured it was part of the adventure and it was. If it has been raining there the day you go I would recommend a 4 wheel drive due to the road becoming muddy but we had a 15 passenger van and made it even though it was pretty muddy on our way in.
