,place,date,category,place ,Tagline,Review 
16,Town_Square50,Aug 2021,not available,"Williamsville, NY ",Great photo op!,"All 4 corners of the square have giant antler arches. Makes for a great photo op. Extremely unique. Quaint shoppes line the square, lots of souvenirs and other stores to shop at."
17,Town_Square50,Sep 2021 , Couples,"Belvue, KS ",Nice but high,"We were looking forward to coming back to Jackson hole but not so much now. It is very pricey and when you shop downtown be very careful of the parking. We didn’t see or know that there was a time limit on the street parking and received a ticket for going over the time. We hadn’t been here for 25 years, but it was our fault for not checking the time limit. It is beautiful here but with the high cost I doubt will come back"
18,Town_Square50,Sep 2021 , Solo,"Lafayette, LA ",Vacation,"Very nice little park square. Took a walking tour. LOVE it. You can take pictures, walk around the square. There’s shops and restaurants everywhere."
19,Town_Square50,Aug 2021,not available,"Cleveland, OH, ",Great afternoon of shopping!,"We spent an afternoon wandering through the Town Square and enjoyed it. Of course we got our photos under the antler arch. We had lunch at the Million Dollar Cowboy Bar and browsed through many of the shops. It was very crowded, but it was a fun way to spend a sunny afternoon in Jackson!"
20,Town_Square50,Sep 2021 , Couples,"The Villages, FL, ",Simple but attractive,"First time in town. The is the focal point of this town. A number of stores, restaurants, and history just around this square. Pay attention to the stacks of elk horns on every corner of the square"
21,Town_Square50,Aug 2021,not available,"Virginia Beach, VA, ",Eye-pleasing square,"Very eye-pleasing square with the antler arches, the stage coach going around the perimeter, green grass and fountain, benches and interesting shops around. Sundays are iffy as to the number of shops and restaurants open to plan your time and do research."
22,Town_Square50,Aug 2021,not available,Indianapolis ,Nice To visit,"There are many shops and restaurants in the town square. It is clean and well kept and a good lace to take pictures. The parking, however, is sort of a nightmare  ."
23,Town_Square50,Aug 2021 , Family,"Crossett, ",A pic Is A Must,My favorite pics from our visits to Jackson are under the antler arches. It is Jackson’s signature location. Stop by as you stroll the downtown shops and saloons. Iconic!
24,Town_Square50,Aug 2021 , Family,"Orlando, FL, ",Center of the town,I loved taking pics either antlers . There is not much else to do in the park but people watch ! We did sit and have ice cream .
25,Town_Square50,Aug 2021,not available, ,Interesting Arch,"We walked through the square and took pictures, which is something of a must in Jackson. It is a busy place right in the middle of the town with an arch on each corner."
26,Town_Square50,Aug 2021,not available, ,Beautiful downtown,The stores and park in Jackson are fun and friendly! Found several unique items including a beautiful Christmas ornament for a memory!
27,Town_Square50,Aug 2021 , Couples,"Roslyn, NY ",Place to see in Jackson Hole,Good place to take your photos in Jackson Hole when you visit. Lots of stores and restaurants in and around the plaza with good nightlife.
28,Town_Square50,Aug 2021 , Family,"Chicago, IL, ",Nice spot,The square is a park right in the middle of town. It was kind of crowded. There are antler arches in all sides. A great spot for taking pictures
29,Town_Square50,Aug 2021,not available,"Rochester, MN, ",Easy plan to spend some time,"Great way to spend quite a few hours, shopping, eating, and people watching. There are public lots within a few blocks, but the square is easy to walk and easy to get to."
30,Town_Square50,Aug 2021,not available, ,Must do Picture stop,Take a pic and eat at one of the many casual restaurants. Lots of food and old time pubs/ salons. You can even get all dressed up in cowboy garb and take a gun family portrait
31,Town_Square50,Aug 2021,not available,"Diamond Bar, CA ",Worth Seeing,Stop by if you are in the area. Get a cup of coffee at the Roasters across the street and sit in the park.
32,Town_Square50,Aug 2021,not available, ,Town Square Jackson Hole,"Every trip I take to Jackson Hole, I always go and get my photo taken with the famous antler arch! Jackson Hole is a small little town with shops and restraunts for everyone."
33,Town_Square50,Jul 2021,not available, ,Crowded and touristy,"This is the Fishermans Wharf of Jackson. If you absolutely have to have a souvenir, take an hour to fight the crowds but it's not worth it in my opinion."
34,Town_Square50,Jul 2021,not available,"Palm Beach Gardens, FL ",Amazing,It is a work of art.The boyscouts gather the antlers & it is their project. Antler arches can be seen in several locations.
35,Town_Square50,May 2021,not available,"Vienna, VA, ",Nice square,"This is a nice square which is highlighted by the antler arches. As antler arches go, this one is relatively large and a good photo opportunity."
36,Town_Square50,Jul 2021,not available,"San Antonio, TX ",Crowded in July,"The surroundings are pretty, but Jackson is a bit over-rated for me. Too many people in a small town. Restaurant prices a bit steep. I preferred Teton Village."
37,Town_Square50,Jul 2021 , Couples,"Mount Olive, AL ",Town of Jackson Hole,"Anyone who travels to Jackson Hole has to have their photo taken under the antler arch in the park and take all the beauty of this town. Loved walking around visiting the shops and when we were tired of walking we sat watched all the different people walking by, love this place!!!"
38,Town_Square50,Jul 2021,not available,"Chapin, SC ",Jackson mixes tshits and elegance well,"The town of Jackson handles crowds very well and has a great diversity of shops and restraunt--leaves you long to return rahter than ""glad that is over""."
39,Town_Square50,Jul 2021 , Couples,"New York City, NY ",Antlers Arches,Antlers on all 4 corners nice square to relax and take a photo. Watch the Wells Fargo Stage Coach go by. Lots of shade to cool off
40,Town_Square50,Jul 2021 , Family,"Denison, TX ",Great little old west town!,"We stopped here on our way from Montana to Colorado & we are glad we did!! Took pics at the antler arches, souvenir shopped & had lunch at the Jackson Drug store! Beautiful area, but super crowded in the middle of summer."
41,Town_Square50,Jun 2021,not available,"Cleveland, OH ",Nice area,This was a good place to rest in the evening waiting for a reservation. A few performers and people just walking about.
42,Town_Square50,Jun 2021,not available,"Honolulu, HI, ",I wonder how long it take to make one,love that there are anther arches on all 4 corners of the square so that it doesn't get busy at any one particular one.
43,Town_Square50,Jun 2021,not available,"Riverside, CA ",Jackson is still a wild west town!!,"Jackson is a fast changing town from the small western town I remember as a kid, but it is till fun, feels like an old western town and the young ones will find it fun with stage coach & antler arches. Older ones will love the historic Cowboy Bar and Silver Dollar bar at the Wort Hotel."
44,Town_Square50,Jun 2021,not available,"Oak Island, NC ",Elk antlers,"Arches of elk antlers on the four corners of the green. Interesting to see. Take a picture there, then move on."
45,Town_Square50,Jun 2021,not available,"Bakersfield, CA ",VERY COOL TOWN SQUARE,"Love the antler art at each corner of the park. It is centrally located right next to the cowboy bar, stagecoach, and other iconic things."
46,Town_Square50,Jun 2021,not available,"Brandon, MS ",Cute Town,"The town square is very nice. We didn't know they have a shootout every evening, except Sunday. Lots of stores and restaurants, but expect crowds. Make reservations for meals."
47,Town_Square50,Jun 2021 , Solo,"Dunkirk, NY ",Amazing!!!!,Amazing    Jackson town square is amazing the antler arch’s make it. It’s a very busy town sometimes during the busy months but it’s truly one to see shut off phones exception photos and have fun!!!
48,Town_Square50,Jun 2021,not available, ,Photo Op,Great photo op for visiting Jackson Hole. Interesting place with many different opportunities for adventure. We chose whitewater rafting.
49,Town_Square50,Jun 2021,not available,"Virginia Beach, VA, ",Town Square is Sensational !!,The town Square area has great photo opportunities. The arches are on the four corners and are made of antlers from years and years ago. There is a memorial in the middle area that honor our fallen soldiers. Plenty of shopping and places to eat.
50,Town_Square50,Jun 2021 , Family,"Doylestown, PA, ",Heart of the city!,"A great place to symbolize the heart of Jackson! There are shops and restaurants everywhere around the square, and they have a great background for photos with the arches! A simply must do if you are in the area."
51,Town_Square50,May 2021,not available,"Big Sky, MT ","Heart of Jackson, WY!","Center of town. There are benches and small patches of green space. On pretty days, people are out and about, taking pictures, eating ice cream, walking dogs--it's quite the sight! It's a good spot for families, couples and singles!"
52,Town_Square50,Jun 2021 , Couples,"Moreno Valley, CA ",Stop to view the famous Antler Arches,"Nice little Park to stop at to view the Famous Antlers arches. Town nowadays is pretty crowded, parking hard to find and expect waits to stop to eat."
53,Town_Square50,Jun 2021 , Couples,"Greenville, SC ",Unusual,Interesting - was a first for us East Coast folk to see something created from antlers! Square was pretty as was the entire downtown area.
54,Town_Square50,Jun 2021,not available,"Ocala, FL ",nice but crowded,"we liked the area, but you NEED dining reservations. Waits were 60-120 minutes for dinner! Even an hour wait at 5:30 pm. So call ahead way in advance."
55,Town_Square50,Jun 2021,not available,"Houston, TX ",Jackson Town Sqaure,Nice Town square with plenty of shops and restaurants. All four corners are elk antler entrances. Fun place to hang and shop.
56,Town_Square50,Jun 2021 , Family, ,Awesome experience,Very neat downtown area with lots of shops and restaurants. The arches were very cool to see. Was very nice weather to just sit and enjoy the scenery.
57,Town_Square50,May 2021,not available,"Wetumpka, AL ",Great downtown area,"Great downtown area, lots of variety, clean and good walks. We of course took our pic under a arch of antlers"
58,Town_Square50,Jun 2021 , Family,"Holland, MI ",Jackson Hole !!!,Jackson is a beautiful town to explore ! Lots of shops and restaurants and plenty of souvenirs to take home ! You will enjoy your time here. Only downer is the busyness when we were there!
59,Town_Square50,Jun 2021,not available,"Vallejo, CA, ",Jackson Hole is Awesome,"Great downtown area with the feel of history and shopping that never ends. We could hang all day long. For our 2 day visit, went downtown 4 times. A must to do on your trip. We could live here."
60,Town_Square50,Apr 2021,not available, ,Nice repite,The town square is a wonderful place to just get away from all the crowds and take a breathe. How great that someone donated this ground to the City rather than selling the land. I wish the town square were bigger
61,Town_Square50,May 2021,not available,"Pierre, SD ",Nice photo op and places to shop,"Nice town square with a cool photo opportunity. Also, lots of stores around the place so you can shop and enjoy a nice stroll through the square"
62,Town_Square50,May 2021,not available,"Weatherford, OK ",Great Photo Ops,The Town Square is a great meeting place and a great place to take some photos. Stand under the Elk antler archways and click away--so cool! Lot's of historic buildings around as well.
63,Town_Square50,May 2021,not available, ,Vacation,The town was very quant and had lots of fun shops to explore. We ate at Local the food was wonderful.
64,Town_Square50,May 2021 , Couples,"Massillon, OH ",Very neat little town!,"Shops are fun, but some are a bit overpriced. Still fun to look around and can find some things to buy. The town square is neat with the antler arches. The only problem down there is many stores close at 5 or 6 pm. It's a bit early."
65,Town_Square50,May 2021,not available,"Gulfport, FL, ",Must Visit,The shops and cafes around the square are where you want to visit when in the area. Stores for every budget. We were pleased to find parking is still free. Girls shop; Boys sit in the park.
66,Town_Square50,Feb 2021,not available,"Marathon, FL ",Town Square,"Relaxing area that offers skating, shopping, dining and night life. Charming area, signature archways made from Elk Antlers. FYI, the area boy scouts hold yearly Elk Antler Auctions in the spring (May). Antlers go for roughly $16-$18 a pound. Look it up."
67,Town_Square50,Apr 2021,not available,"Tulare, CA ",Photo op of the day,"We were in Jackson off-season, which was amazing to visit without the crowds. We actually got a picture under an arch without hoards of people behind/beside us. The down side was, several places were closed for the next several weeks."
68,Town_Square50,Apr 2021 , Couples,"Houston, TX ",Beautiful,Its a neat thing to see. Cool little town square with retail shopping and places to eat. Its nice to walk around.
69,Town_Square50,Mar 2021,not available,"Kinmundy, IL ",Unique Jackson Hole Feature,"The arch of antlers is the ideal photo opportunity. It's a meeting place for shuttles, walking pets, or relaxing before or after visiting restaurants and shops in the downtown area."
70,Town_Square50,Mar 2021,not available,"Atmore, AL ",great picture background,"cool place to get a picture. I had read in multiple places that there was an ice rink in the town square, but it was not there which was a little disappointing."
71,Town_Square50,Mar 2021 , Family,"Granby, CO ",Awesome. Must see,This is one of those - you have to take your picture. This is such a fitting and iconic structure you have to see it. I remember coming as a kid and all I could remember were the antlers and they do not disappoint. It fits with the great spirit of Jackson
72,Town_Square50,Mar 2021 , Friends,"California City, CA ",Small but charming,This place features a small park with arches on two corners made of elk antlers in the middle of the town. There are also brass sculptures of significant figures and events. Around it are stores and bars and restaurants in old western structures that were Probably historically preserved. Nice place to visit if you’re within the area.
73,Town_Square50,Mar 2021 , Couples, ,Really neat,Really cool cowboy town square. They tell the story of the antlers and there all sorts of shops and restaurants.
74,Town_Square50,Feb 2021,not available,"WATERFORD, Connecticut ",Beautiful and Charming!,We were there in the fall - then again just now in Feb. The fall features a little park area in the center of town - in winter they turn part of the inside area into a skating rink with music (Frank Sinatra) playing.. was awesome.
75,Town_Square50,Feb 2021 , Couples,"Tampa, FL ",Great downtown!,The square is adorable and well kept. The elk arches are a fun picture spot. The square is surrounded by cute shops and great restaurants!
76,Town_Square50,Feb 2021 , Friends, ,Snowmobile trip,"Good family atmosphere, felt safe well after sunset, friendly people. We took the hotel shuttle to and from, the unload and load area could have been better , had to go over where the snow plow had been."
77,Town_Square50,Sep 2020,not available,"Leland, NC ",Interesting,You can not visit Jackson Hole without having your photo taken in front of the elk antlers. Great spot to people watch. They have a live cam where you can see yourself live in the square!
78,Town_Square50,Jan 2021 , Friends, ,Great experience in every way!!,"Lovvvedd it!!! Great music, great time, great experience!! You can tell the owner really cares about sharing his love of skating with the community and I’m so thankful to have this in Jackson! It’s a great way to spend a night in Jackson Hole!"
79,Town_Square50,Feb 2021 , Family,"Hoover, AL, ",Beautiful at night!,Very pretty square. 4 elk horn entrances. Nicely lit at night as our the trees. There is also a skating rink.
80,Town_Square50,Jan 2021 , Couples,"West Monroe, LA ",Nice Area,"Town Square housed the ice skating rink. We did not ice skate, but it was beautiful and serene. Lots of shops and restaurants surround it."
81,Town_Square50,Jan 2021 , Family,"Delray Beach, FL ",Fun little town,Very small area with some amazing restaurants the ice skating rink is small but well maintained my kids had fun skating. The stores are very touristy but for a cheap sweatshirt it works also some nice stores and a great toy store.
82,Town_Square50,Jan 2021 , Couples, ,Winter event,A place to visit at night especially in einter. The arches are made from elk antlers. Watched ice skaters.
83,Town_Square50,Jan 2021 , Family,"Mound City, MO ",Winter Vacation,"Always try to stop by the town square for shopping, photo opportunities and even ice skating. This trip was no exception."
84,Town_Square50,Jan 2021,not available,"Aurora, IL ",Very cool,Very pretty. So much fun to walk the town. We went in early January. The arches were all lit up. We watched the ice skaters. It was wonderful.
85,Town_Square50,Jun 2020,not available,"Nashville, TN ",Quaint Town Square,Such a cute little town square surrounded by shops. I like the entrances into the park with the elk antlers. I also enjoyed shopping at the stores. Parking wasn't too hard to fine either.
86,Town_Square50,Dec 2020 , Family,"Atlanta, GA ",Winter Wonderland Christmas Visit,"We had the best time on our family vacation. We highly recommend visiting, see the sights, ice skating, shopping, fine dining, art galleries, And more."
87,Town_Square50,Dec 2020 , Couples,"Winston-Salem, North Carolina, United States ",Beautiful at Christmas,Beautiful at night with the Christmas lights. Really neat with the web cam so you can wave at your friends at home.
88,Town_Square50,Oct 2020 , Couples,"Excelsior, MN ",Think Pink,I love visiting Town Square in downtown Jackson! Ever since childhood I stand in awe of those massive arches and get my photo taken whatever the season - it’s always clean and beautiful. This year I visited on October 1st and was happily surprised to find one arch was decked out with pink lights to raise awareness for breast cancer. This will make a lot of people pause and think of someone special or teach a young person about the meaning behind pink ribbons.
89,Town_Square50,Oct 2020 , Couples,"Moraga, CA ",Antler arches,The antler arches are really amazing and when I was there they were actually lit up for the holiday season. It’s fun to walk around and check out the stores surrounding the square.
90,Town_Square50,Nov 2020 , Couples,"La Grande, OR ",Photo Op,One of the most recognizable places in Jackson. Make sure you get your photo under the antler arches. And they are lit during the winter season which makes them even more spectacular.
91,Town_Square50,Jan 2020,not available,Canada ,Archway made from deer antlers,"This archway was quite stunning. Highly recommend visiting while at Jackson Hole. Although lots of tourist-y traps in town, meandering through the streets is pleasant."
92,Town_Square50,Sep 2020,not available, ,Guard you time here,"Interesting, but very much a tourist deal. Lots of traffic to make pics. Wouldn't waste a bunch of time waiting in line to make a pic."
93,Town_Square50,Oct 2020,not available,"West Chester, Pennsylvania, USA ",Nice Place,The town square is nice and it's a good gathering place or a short walk around. But it isn't anything to go out of your way for.
94,Town_Square50,Oct 2020 , Couples,"Chicago, IL ",Cute & Cozy,"Definitely a cute little town for couples, families and singles. Everything is walking distance and lots of vegetation options"
95,Town_Square50,Sep 2020,not available,"Valparaiso, IN, ",Must see,You have to take a photo under one of the arches. I think it is a law. LOL. It gets crowded so get there early in the morning and you will be golden.
96,Town_Square50,Oct 2020 , Couples,"Johnson City, TN, ",Real neat,"We enjoyed seeing this place. So interesting, the history of these antlers! There were more people than what we prefer as we like quiet and relaxed. But it was interesting to see. Many restaurants and shops."
97,Town_Square50,Oct 2020,not available, ,Interesting & Beautiful,"We visited Town Square this week. It's a beautiful place with plenty of antlers to see, and shops and restaurants to visit. Dress warm; it's cold."
98,Town_Square50,Oct 2020,not available, ,Great place to shop and eat,We visited Town Square a couple of day ago. It's simply a beautiful place with plenty of shops and restaurants to visit. Dress warm as it does get cold.
99,Town_Square50,Oct 2020,not available,"Delray Beach, FL ",relaxing place to walk through downtown,the center of town; one of the arches is lit in purple. Very safe town. We stayed in walking distance of downtown.
100,Town_Square50,Sep 2020 , Couples,"Long Island, NY ",Cute park,"Nice area, center of Jackson hole, lots of eateries but need to make reservations as it was very busy and due to covid which we did.Lots of shops to get souvenirs."
101,Town_Square50,Oct 2020 , Family,"Alpine, UT ",Cant miss it.,Cant miss this famous park if you are in Jackson. This is the famous picture of the antler entry’s and a must stop for a photo. Park sits in the center of town surrounded by stores and restaurants.
102,Town_Square50,Sep 2020,not available,"Jerome, ID ",Well-kept Iconic Park,"In town on business, I visited in early evening after dark. There were tables and chairs lining the streets around the square, something I had never seen. The ambiance was lovely and I totally enjoyed myself. Another person talked about how crowded it was - I heard from many locals that this was the busiest September they had ever seen, due to Covid Escapism. I also had trouble finding parking, and getting through town north or south is extremely difficult due to road construction and congestion. But the iconic park offers cool shady seating and nice views of the area around the square. I love going solo so fighting crowds isn't a problem for me. If you can walk, park a comfortable distance and see the square on foot. It will take less than an hour, unless you stop to shop."
103,Town_Square50,Oct 2020 , Couples,"Hollywood, FL, ",Nice square park 😀,"Really cute park, full os shops, restaurants and many tourist around. If it is a nice day it is really nice to take a sit at the park and enjoy😀"
104,Town_Square50,Sep 2020,not available,"Portland, OR ",Happening!,"Wonderful shops, galleries and restaurants. We especially enjoyed the beautiful gallerias with gorgeous art work and photography."
105,Town_Square50,Sep 2020,not available,"Jenks, Oklahoma, United States ",Way too crowded.,"Jackson has gone nuts. I was there years ago, and loved the place. This time we were there at the end of September and the place was packed. We tried for two nights to visit after leaving Yellowstone, and had to give up. There was no place to park and every restaurant still had people standing outside the doors at 9pm. The only thing we got to see in Jackson was the Albertson's where we picked up food for dinner."
106,Town_Square50,Oct 2020 , Family,"Carpinteria, CA ",Busy off season,There were still a lot of people out and about About half the people wearing masks even with signs up everywhere. Nice visit and enjoyed town square. Just a bit crowded for me.
107,Town_Square50,Sep 2020 , Family,"Indianapolis, IN ",Cute town square,Loved the Antler arches at all four corners of the town square. Lots of people enjoying the green space of the park. Lots of interesting stores lining the streets as well.
108,Town_Square50,Sep 2020 , Family,"Lafayette, IN ",Downtown area is great,"We just left this area today. As a group we really enjoyed downtown Jackson Hole. Our group varied in age from 13 to 63, so you know there is a lot to offer. There are lots of small boutique style shops and eateries. There was also plenty of parking available."
109,Town_Square50,Sep 2020 , Couples,"Fort Walton Beach, FL ",Take the moment,"If you’re in Jackson, it’s well worth it to take the time and walk through and around the town square. Town has done a nice job. Antler arches at all four corners and a dramatic memorial to local servicemen in center of park."
110,Town_Square50,Sep 2020,not available,"Alpharetta, GA, ",The Center of Activity,"This is the center of activity in Jackson. The streets on all four sides are lined with galleries, cafés and restaurants, bars and tee shirt shops.    Venture away for the square for more interesting shops and dining opportunities."
111,Town_Square50,Sep 2020 , Couples,"Jackson, Missouri ",Finally!,"Have seen pictures of this place for years, finally got to experience it for myself! Awesome place, one corner has a webcam you can view yourself!"
112,Town_Square50,Sep 2020 , Couples,"Plant City, FL, ",Fun photo spots,The 4 corners of the park in the town center had great antler arches. Of course we had to take some photos to remember this fun town. Rhey were huge and impressive
113,Town_Square50,Sep 2020 , Family,"Poquoson, VA ",Photo spot,Great place to take a photo for Jackson Hole on your vacation . Nice family park behind that whole public concerts
114,Town_Square50,Sep 2020 , Couples,"Kenmore, WA ",Nice square,It’s a nice square with great set of antlers for entrances. All tourist traps are around here as well as a few decent places to eat and shop.
115,Town_Square50,Sep 2020,not available,"Westcliffe, CO ",relaxing,"cool and shady - could use a few more benches, but a beautiful place and they were setting up for a craft/art show. Good place to take a breather from heavy shopping!"
116,Town_Square50,Sep 2020,not available,"Castle Rock, CO ",Beautiful park,"This park is at the center of Jackson, and they were having a Farmers market and craft and art venue."
117,Town_Square50,Sep 2020,not available,"Sutter, CA ",Antler Arch in Town Square,"You must visit the town square and see the beautiful antler arches and then visit all the shops. You have so many lovely stores: art galleries, restaurants, books stores and clothing. This is a must do ...."
118,Town_Square50,Sep 2020 , Couples,"Saint Joseph, MO ","Relaxing, clean peaceful",We had a great time just sitting on benches watching everyone. Very clean park! So peaceful just to step back and enjoy life
119,Town_Square50,Sep 2020,not available,"Palm Springs, CA, ",Great little town square. . . .,Great town square. . . Jackson hole is charming town and we enjoyed walking around the main square and venturing into the many great shops. The antler arches of course are the big draw to this town square which is great for a quick photo.
120,Town_Square50,Sep 2020 , Couples,"Cabo San Lucas, Mexico ",The town of Jackson was crowded.. we tried to stay outside down town,"Lots of lines. Great shopping for leather, fur, silver jewelry, cowboy garb, touquoise, trinkets, art galleries everywhere! It was a great shopping experience... but we to Wilson to eat at Chippy’s caterer and bistro.. great lobster rolls!!!"
121,Town_Square50,Sep 2020 , Couples,"Cincinnati, OH, ",Photo Op,"There are several entrances to the park having antlers, so there are numerous chances for photos. It will be difficult to get a photo with others not in it."
122,Town_Square50,Sep 2020 , Couples,"New Orleans, LA ",Just a must see,Go. See it. Take the obligatory photo with the antler arch thingy.    More importantly enjoy the shopping surrounding it 😍
123,Town_Square50,Sep 2020,not available,"Santee, CA ",Too Crowded,"If you want to go to somewhere super overcrowded... this is the spot for you!! We luckily found parking right in front, hopped out and took a photo. There were people everywhere. We got back in the car and kept driving."
124,Town_Square50,Sep 2020 , Family,"Austin, TX ",Must Photo Stop,Plenty of shops and restaurants around the Town Square and a must photo stop under the arches if in downtown Jackson Hole.
125,Town_Square50,Sep 2020,not available,"Atlanta, GA ","Beautiful, active town square","A great place to wonder around looking in shops, appreciating art, and taking some pictures with the famed antler arches. There are so many great restaurants in this area!"
126,Town_Square50,Sep 2020,not available,"Science Hill, KY ",A cool entry in downtown.,I enjoyed visiting the town Square. All the shops and restaurants are nearby. It was my third time visiting here. The first time in the summer and a lot busier than early October and Late September.
127,Town_Square50,Sep 2020 , Couples,"Miami, FL ",Must do if in area,The town square itself is a great place to take photos and learn more about Jackson’s history. It’s also conveniently located next to multiple shops and restaurants.
128,Town_Square50,Sep 2020,not available,"Florida, USA ",Typical Tourist spot,"No big deal, in person. Just a bunch of people wanting pictures in front of this arch made of antlers. There is one on each of the four corners of this small park, that would be nice, if it was not full of tourists. Just spend all of your time in The Grand Teton National Park, as it is the only reason to be in Jackson."
129,Town_Square50,Aug 2020 , Family,"Chanhassen, MN, ",Great photo Opportunity,Cool photo opportunity with all of the elk sheds. The park itself is fairly small however some benches for those looking to take a break. Lots of good shops and restaurants surrounding the town square and they had a really good farmers market on Saturday.
130,Town_Square50,Sep 2020 , Couples,"North Port, FL ",A must on your list,"Beautiful Park, nice place to stop and relax for a while. This park has been used in numerous movies. The antler arches make a great photo stop"
131,Town_Square50,Sep 2020,not available,"North Salt Lake, UT ","""A Unique Square""",A unique Western town square. Four corners of Elk antler arches with a monument in the center to local Veterans. A nice grassy area with trees surrounded by loads of shops and restaurants. A must see!
132,Town_Square50,Aug 2020 , Family,"Orlando, FL ",Small grassy park surrounded by busy streets,Stopped here for a few minutes while others in our group went into a store across the street. The square itself is a quaint little areas with grass and sidewalks. Keeps you away from the busy streets. All the entrances to the square have the elk antlers arch which is pretty cool to look at. Many people do walk through the square to get from one point to another. Would be a good place to have breakfast or lunch on one of the benches.
