,place,date,category,place ,Tagline,Review 
21,Grand_Prismatic_Spring,Jun 2021,not available,"Burnsville, MN ",Go to the overlook at Fairy Falls just south of the actual sprints,"Go to the fairy falls trailhead and take a short hike (just under a mile) to the overlook. This gives you the full view of the spring from up above. You can see all of the colors (especially the blues in the center) much better from up here, rather than standing on the boardwalk around the spring at ground level."
22,Grand_Prismatic_Spring,Jul 2021,not available,"San Antonio, TX ",Amazing - must see!,Highlight of Yellowstone - don't miss this area. If you can get parking (we did!) then there isn't a ton of walking like a lot of the other areas. This is easy to walk around and see the amazing beauty.
23,Grand_Prismatic_Spring,Jun 2021,not available, ,Great view of the spring,"Definitely worth the hike to the overlook on the Fairy Falls Trail. Several people told us it was too steamy to see the spring up close, so we skipped it completely at the next stop, but really enjoyed seeing it from the overlook."
24,Grand_Prismatic_Spring,Jul 2021,not available,"Sandown, NH, ",Hike to the Overlook,"Parking at the spring itself on this day stretched down the road and was backing up traffic. Go to Fairy Falls Trail head instead, the parking was better as were the views from the top. Nice hike and views on this hot summer evening."
25,Grand_Prismatic_Spring,Jul 2021,not available,"Denver, CO ",Huge and Colorful,The trail out was a little longer than expected but the view is amazing. Definitely the largest and most colorful geyser in the park. The viewpoint is worth taking the trail out versus the parking lot at the bottom. Parking a bit more limited.
26,Grand_Prismatic_Spring,Jul 2021,not available,"Colorado Springs, CO ",One of the best views,"This spring is particularly large and colorful. You can see it up close on the walkways, or you can hike a little ways up to the overlook for an aerial view. it is very impressive because of the colors."
27,Grand_Prismatic_Spring,May 2021 , Couples,"Mooresville, NC ",Amazing!,"Really enjoyed the geysers. Due to the sleet, ice and snow it was difficult to see the colors of the geyser. The overlook would have helped but it was closed due to the sleet that day.    Don't miss this stop!"
28,Grand_Prismatic_Spring,Jul 2021,not available,"Concord, NC ",Highlight of the park,Take water! It is a little walk yo get there but so worth it. The colors are unlike anything I’ve seen in nature. We took some beautiful pictures.
29,Grand_Prismatic_Spring,Jul 2021 , Family,"Apple Valley, CA, ",Amazing!!!,Absolutely amazing what’s happening to these springs as they are changing every day. Beautiful colors throughout the different springs. No matter where your at you’re going to get an amazing picture. Definitely 💯 recommend this to everyone.
30,Grand_Prismatic_Spring,Jun 2021,not available,"Arlington, VA, ",Stunning Views,"The Grand Prismatic Spring was the rally point where I was to link up with my family. While people will know what you are talking about when you say “The Grand Prismatic Spring”, it is also known as the “Midway Geyser Basin” and you’ll find it faster on the map that way. This place, like much of the park, has limited designated parking spaces. I made two passes by the “Spring” before finding a place to park alongside the road and walk back a mile or so to meet my family. Like much of the park, there is limited cellular service. So, keep that in mind when trying to link up with your party. There was a raised one-way walkway around the “Spring”. There are many spectacular views of brilliant orange colors in the water features, with deep blues in the centers and steam coming off the surface of the water that stimulate the senses. Side note: There were two outhouses in the parking area for the springs."
31,Grand_Prismatic_Spring,Jul 2021,not available,Michigan ,Take the Hike to the Overlook,"If you want a good photo of the Grand Prismatic Spring, don't park at the Grand Prismatic Spring because you'll be too close to it. To get the photo you want, you'll have to park about 1-2 miles down the road and then follow Fairy Falls hiking signs, which will take you to the overlook of the Grand Prismatic Spring. And, if it's foggy out, just forget it because you won't see much of anything."
32,Grand_Prismatic_Spring,Jul 2021 , Family,"Denison, TX ",Beautiful!!! Must see!!,"There were a lot of people when we arrived, but that didn’t stop us from thoroughly enjoying the area! Beautiful geysers & the colors are amazing. To see it from above, there is a trail that leads up above from a different area. We stayed down below & still enjoyed them!"
33,Grand_Prismatic_Spring,Jul 2021,not available,"Mount Laurel, NJ ",Must see from platform .,This was a place I had to see . The platform to the spring was a hike I would recommend going to the bathroom first before hiking around here no bathroom at the fairy falls parking lot . I loved the view from up top . We could get into the parking lot was told to go to fairy falls lot and walk up to platform . Great advise go to fairy falls lot to see the springs
34,Grand_Prismatic_Spring,Jun 2021,not available,"Cleveland, OH ",Did the overlook,Trail to overlook and at the top were pretty busy. I think you must try it. Great view and pictures to be had.
35,Grand_Prismatic_Spring,Jul 2021 , Family,"Las Vegas, Nevada, USA ",Grand Prismatic Spring & Excelsior Geyser Crater are national treasures,"This area at the midway geyser basin is the most unique place that I visited. Being close to them feels unreal and I appreciate the blue colors of Excelsior and the orange and brown colors of GPS. It's a privilege to visit this place. Although the parking areas needs to be expanded more than double of its current size, the wait to park is much worth it."
36,Grand_Prismatic_Spring,Jun 2021,not available,"Honolulu, HI, ",Fog was surround the area so no good viewing,I was really excited about visiting the Grand Prismatic Spring but the morning that we arrived fog covered the whole area and viewing the spring and other natural formations were obscured.
37,Grand_Prismatic_Spring,Aug 2020,not available,"Chesapeake Beach, MD, ",Fairy Falls Trail and Overlook is a Great Option for Viewing all of Grand Prismatic,Note that parking is hectic at Grand Prismatic. We found that carefully parking along the road and walking to the entry and boardwalk was the best option. To view Grand Prismatic in its entirety go down the road (in the direction of Old Faithful Lodging) and park at the Fairy Falls Overlook Trail. Expect to hike for a bit (about 20 minutes depending upon your pace.) The trail splits and you need to go to the left which will take you above for a great view. We also found that the pics we took in the early evening were better than early morning.
38,Grand_Prismatic_Spring,Jun 2021,not available,"Birch Run, MI, ",One of the highlights,"Beautiful colors, easily accessible, well worth your time to visit the Grand Prismatic Spring while in Yellowstone National Park. I can't wait to go back."
39,Grand_Prismatic_Spring,Jun 2021,not available,North Carolina ,worth it!,Take the trail head to Fairy Falls just far enough to visit the spring's overlook! It took about ten extra minutes and was well worth it!
40,Grand_Prismatic_Spring,Jul 2021,not available,"Porto Alegre, RS ",Colorful Hot Springs,"Nice walk around hot springs leading up to the Grand Prismatic Spring. Beautiful hues, but a little difficult to see the whole picture due to the angle of the boardwalk. Lots of people when we were there. Parking an issue."
41,Grand_Prismatic_Spring,Jun 2021 , Friends,"Houston, TX ",Screen saver come to life,"We arrived at the Grand prismatic spring parking area at around 1pm... it was packed. Once we managed to find a spot we proceeded up the Fairy Falls trail which was wide and well traveled. There was an overlook trail which had a pretty steep incline, but was fairly short. Once at the overlook many people were courteously waiting turns to take selfies and high resolution photos of the natural wonder. We came down the other side of the trail and continued on. We reached the turn off for Fairy Falls 1.6 miles... pretty far we decided to go and added an additional 5k to our already long hike... the pay off was okay... a bit of a wipsy waterfall... got back to the car exhausted having walked over 5 miles..."
42,Grand_Prismatic_Spring,Jun 2021,not available,New Mexico ,"Great view from above, if you can, take the hike","The main site walk to the spring is underwhelming. Although you see much of the discharge water running off, and you can walk ground level around the spring to get a sense of the size, even tall people cannot see the beauty of the colors. To see the beauty of the colors - the prismatic part - like the pic here - you need to park at the alternate access points and hike or bike in. There are two, Fairy Falls for a hike in - about a mile with a hike UP much of the way, or the bike way up road which will still end with a hike in. The bike path is about 2.5 miles. Having now done both, I wouldn't bother with the main access. Time wasted in my opinion"
43,Grand_Prismatic_Spring,Jun 2021,not available,"Santa Monica, CA ",Very impressive and memorable,"This hot spring is famous as the largest in the United States and the third largest in the world. Best to come early and probably no later than 9 AM. After that, there is quite a backlog in terms of traffic trying to get into the parking lot or at a nearby parking spaces. There are no stairs so you can bring a stroller on the complete loop by each spring and without any problems. The spring itself is piping hot and all of the steam can obscure the bubbly water below."
44,Grand_Prismatic_Spring,Jun 2021 , Family,"Pearland, TX ",Gorgeous colors!,Gorgeous colors and beautiful!! So amazing to see that many colors in one thermal element. Take the overlook trail going to Fairy Falls. Much better view. Summer 2021 = tons of tourists!!
45,Grand_Prismatic_Spring,Jun 2021,not available, ,Beautiful Colors,Walking around the spring was amazing. It is great to get a scale for how large and how blue the water is. A must is to take the short hike up the Fairy Falls trail to see the views of the Spring. That is the only way to really see the overview of the entire spring and the brightness of the colors.
46,Grand_Prismatic_Spring,Jun 2021,not available,"Virginia Beach, VA, ",The place to see the Prisms !!,Go check this place out and see the prisms and the magnificent colors and see the steam come from the water. Go up to Ferry Falls and look out at the vantage point that it offers. The camera shots are amazing. One of the most pretty spots on the earth.
47,Grand_Prismatic_Spring,Jun 2021 , Family,"Doylestown, PA, ",From another planet!,"One of the most popular places in the park, and for good reason, another attraction you will want to get here early for. You can drive down to the Ferry Falls trail and hike a short hike to the overlook and view this spring from above (highly recommended) or you can just head to the Midway basin for a ground level view. Neither will disappoint!"
48,Grand_Prismatic_Spring,Jun 2021,not available,"York, PA ",Absolutely beautiful on a sunny day,You must try to go on a sunny day. Our day was very windy but sunny & the colors were stunning. You need to be careful walking on the boardwalk but it seemed to be safe. It is a longer walk that what I expected but totally worth it. The parking is horrendous. We had to wait in line the whole way from the road to the parking lot to get a spot. Some were parking on the road & walking down. There are 3 beautiful springs to see at this area & a very pretty river also. I definitely recommend making this a priority to see.
49,Grand_Prismatic_Spring,Jun 2021 , Couples,"Moreno Valley, CA ",Awesome Big Colorful Spring !,"The biggest, most colorful Spring is worth seeing ! But be warned as sometimes depending on the weather conditions it put off a lot of Steam that blocks your viewing."
50,Grand_Prismatic_Spring,May 2021 , Couples,Florida ,Take Fairy Falls Trail to the Grand Prismatic Spring Overlook,"The Grand Prismatic Spring is majestic and awe inspiring, the trail to the overlook is worth the wait and of course locating parking is worth any inconveniences experienced. The overlook platform is often filled with visitors trying to get that perfect photo. The weather also plays a role in determining if the Grand Prismatic Spring photos are crisp and clear or fuzzy. There is also a point on the trail before the overlook, where you can see most of the Grand Prasmatic Spring, yet the best view is from the overlook."
51,Grand_Prismatic_Spring,Jun 2021 , Family,"Sneads Ferry, NC ",Take the overlook hike!,Save your time and pass the parking lot! Take the fairy falls hike and follow the overlook path! It’s a steep incline but I promise it’s quick and so worth it! You can see it soooo much better from an upper vantage point.
52,Grand_Prismatic_Spring,Apr 2021,not available,"Riverside, CA, ",Breathtaking Color,"We visited here twice during our trip in late April. Our first visit was on a windy and stormy day and it was hard to see the colors, but our second visit on a sunny and calm day allowed us to see all the brilliant colors and intriguing textures. Try and hike the entire boardwalk or the longer hike above. Unforgettable in the right weather and lighting."
53,Grand_Prismatic_Spring,May 2021,not available,"The Woodlands, TX, ",Another Must See,Beautiful in the cool morning mist. Enjoyed walking around and viewing up close but you could see most of the area from a distance.
54,Grand_Prismatic_Spring,May 2021,not available,"Vallejo, CA, ",Must Visit,"A little bit of a hike to take in all that Prismatic has to offer, but we'll worth it. Pretty amazing to see steam sprouting every, and all of the different colors. Plenty of photo opportunities."
55,Grand_Prismatic_Spring,May 2021 , Family, ,Stunning,"Absolutely beautiful! We hiked the trail to the overlook and the view from above was amazing, 1000 times better than in the boardwalk."
56,Grand_Prismatic_Spring,May 2021,not available,"Pierre, SD ",Weather made it bad,"When we went in late May, the trail leading to the top was closed and the day was rainy. Could see the steam and the outside and that was about it. Was super excited but turned out to be an ok as the weather didn't cooperate."
57,Grand_Prismatic_Spring,May 2021,not available, ,Trail to view from above was closed,"This was a disappointment, because being at the same level as the spring it was not possible to see the colors. It was a cool morning so much steam/fog, so we really didn't see the spring. But the surrounding springs gave a good idea of what it would have looked like."
58,Grand_Prismatic_Spring,May 2021,not available, ,I'm Sure It Was Beautiful,"Couldn't wait to get to see this. It was a cold, rainy day and when we walked up to the top of the ramp to view it, all we could see was steam and the outlying orange parts. Will have to go back and try again some day."
59,Grand_Prismatic_Spring,Jul 2020 , Solo,"Anchorage, AK ",See the best viewpoint by leaving the boardwalk!,Don’t just stay on the boardwalk! Go further down the road to the Fairy Falls trailhead and see the amazing Grand Prismatic from above to really get the best perspective. It’s a moderate trek and the reward is fabulous!
60,Grand_Prismatic_Spring,Jul 2020,not available,"Colorado Springs, CO ",Hike to the top,"Somehow in my previous 3 trips, I had never been here. On this trip, we hiked the lower trail next to the spring and realized that was not the best view. We could see people on a trail up above. We went back the next day and found the upper trail and it was well worth the hike for the amazing views of Grand Prismatic Spring."
61,Grand_Prismatic_Spring,Oct 2020,not available,"Seattle, WA ",The Big One,"This is the granddaddy of the springs. The rainbow colored giant spring was beautiful to behold. So much that we came back for a second look on the last day of the trip, and encountered a snowstorm, and thus got to experience the sights (or lack thereof) another way."
62,Grand_Prismatic_Spring,Aug 2020 , Family,"Chanhassen, MN, ",Fairly Falls Trailhead for Best View,The Grand Prismatic is visually stunning and although the close up views are good you really should take the Fairy Falls trailhead to the overlook for the best view. In addition the FF trailhead parking is far less congested and in my opinion just a better experience of the spring. The trail is an easy walk with just a small portion of the trail being moderately challenging.
63,Grand_Prismatic_Spring,Sep 2020 , Family,"Los Angeles, CA ","Stunning, otherworldly, colorful","Hands down, this is one of the most unique things you will ever see in your life.    There’s more than one colorful bubbling spring on the trail around here and they’re all pretty big.    The biggest one has every color of the rainbow.    There are two different ways to see Grand Prismatic Spring:    1) There’s an overlook that gives you a view from above to get the best look at all the colors.    2) There’s a handicap accessible walkway that gets you up close and personal.    I recommend doing both, if you have the time.    The parking lots for Grand Prismatic Spring are a lot smaller than some of the other attractions at Yellowstone, so be mindful of that if you come here on a busy day. You could get stuck either having to park farther down the road and walk or sit in a long line of cars waiting for parking spots to open up. It’s still very much worth the time and effort to see this place."
64,Grand_Prismatic_Spring,Sep 2020,not available,"Maple Grove, MN, ",The overlook is the must see viewpoint for Grand Prismatic Spring,"While the view is good from the Midway Geyser Basin boardwalks, the best view is from the overlook on the Fairy Falls trail. It is still a crowded path, even on a cold day in September, but the view from above is much better. Because of the temperature, the steam from the geyser wasn't the best for pictures, but no matter what the view and perspective is much better from the overlook. The hike up to the overlook is relatively easy and the path mostly very wide. Because the overlook is relatively new, I found the descriptions of the location of the trailhead to be somewhat confusing. Just know that it is the Fairy Falls trailhead."
65,Grand_Prismatic_Spring,Sep 2020,not available,"Valparaiso, IN, ",Very beautiful spot,I don't know where people go to get these overhead views of the spring. We only found the trail that goes along the surface. You don't get the best view of the colors but it is still very cool and pretty.
66,Grand_Prismatic_Spring,Oct 2020 , Couples,Georgia ,Avoid this area when snowing or icy.,"First off: this place is drop-dead beautiful. The springs are lovely - when you can see them. We saw the edges of all of them, due to it being a bad-weather day. The steam hung right on top of Grand Prismatic and we couldn’t see much of it. Which we’re fine with: the Park Service can’t control the weather. 😂    Having said that: we thought it would be cool to see the hot springs in a snowstorm. And it was - until the boardwalk iced over and no one could walk without slipping. The parts made from wood were fine; the parts made from plastic decking turned iced over within minutes. My husband and I slipped and slid, along with several other people, on the small boardwalk on top of boiling hot springs. A walk that should have taken 5 minutes took almost 20, while the wind picked up and the snow was driving down. We survived, yes, but it was most unpleasant.    Bottom line: avoid the boardwalk area if it’s cold enough for precipitation to freeze.    We look forward to returning on a sunny day to see the spring!"
67,Grand_Prismatic_Spring,Oct 2020,not available, ,Enjoyable,Grand Prismatic Spring and surrounding area was so neat. It was very cold while we were there so all the springs were blowing off massive amounts of steam! Nice safe visit.
68,Grand_Prismatic_Spring,Oct 2020 , Family,"Sellersburg, IN ",Just ok,"We specifically went to see this area twice in one day...needless to say neither time yielded a good shot. We went early and with the cold, there was so much steam coming off, you could barely see it . We went back later in the day and although slightly better, the view didn't improve much. From above it may be awesome, but ground level...just ok."
69,Grand_Prismatic_Spring,Sep 2020,not available,"Bothell, WA ",More Than Must-See!,"This is one of the most beautiful sites you'll see in Yellowstone Park or, for that matter, anywhere in the USA. The colors of the spring along with the lovely forested backdrop (with river and mountains in the background) bring just about ever color in the artist's palette into your eyes.    Easily reached from the main road, the spring is part of a series of sites that you'll see while walking the boardwalk. Beginning with the runoff into the river from the spring and geyser you will then encounter the highly colored (due to thermobacteria) spring itself. Continuing on you'll pass Opal Spring before returning back to the parking lot.    One logistical item of note (and it's common to a lot of Yellowstone's developed attractions) is that this place has a lot of visitors but there will probably be a line at the smallish toilet facility. Plan your caffeine intake accordingly.    There's a photographer in West Yellowstone who sells postcards of the aerial view of this spring to shoppers. If you can't climb up to the viewpoint, go to the shop and buy a postcard. It'll brighten up any room in your house."
70,Grand_Prismatic_Spring,Sep 2020,not available,"Coldwater, OH ",Do the hike to view from above,"Walking the boardwalk is great, but be sure to do the shorter portion of the fairy trail to the Grand Prismatic Spring Overlook.  Seeing it from above is so much better. It’s amazing."
71,Grand_Prismatic_Spring,Sep 2020 , Couples,"Carlsbad, CA, ",Yellowstone HIGHLIGHT!,We loved Grand Prismatic Spring so much that we went twice! We stopped at the Fairy Falls trailhead to the GSM overlook on our first day and then stopped at GSM on day 2 after visiting the Upper Geyser Basin. The spring is so large and beautiful! It’s fascinating to walk around the boardwalk and see it and the Excelsior Geyser Crater closeup. It’s one of many Yellowstone highlights that I will always treasure. I’d love to return to see it in winter!
72,Grand_Prismatic_Spring,Aug 2020,not available,"Amelia, OH ",Fairy Falls overlook.,This is a MUST DO for anyone visiting the park. I highly recommend taking the Fairy Falls trail to the overlook. It's a much better view than the boardwalk.
73,Grand_Prismatic_Spring,Sep 2020,not available,Arizona ,"wow, wow wow",wow.....so many colors. Nice walk around you can see all the different colors and formations. But you get a better view of this on the walk to fairy falls
74,Grand_Prismatic_Spring,Sep 2020 , Couples,"Palm Springs, CA, ",Amazing visual natural wonder,the natural wonders in Yellowstone just seem from another planet and this definitely looks unworldly. Worth a visit
75,Grand_Prismatic_Spring,Sep 2020,not available,"Alpharetta, GA, ",Nature’s artwork,We skipped the boardwalk and made the short hike up to the overlook. The view from there was great.    Good informative signage.
76,Grand_Prismatic_Spring,Aug 2020,not available,Detroit ,Very cool (but buy the postcard),"Hands down, the most popular spring. But, unless you have a drone or some fantastic camera equipment, you're NEVER gonna get that Nat Geo shot. (ever.) And that's okay. Enjoy the colors, enjoy the mist, enjoy the animal footprints, soak it all in and then buy the postcard! :)"
77,Grand_Prismatic_Spring,Sep 2020 , Couples, ,Eye level view not worth it,"This is a huge beautiful spring. At ground level, it’s not worth the trip. It was a cold day and lots of steam obscured the springs. You can’t see the colors at ground level. Should have done the hike to observation point."
78,Grand_Prismatic_Spring,Sep 2020 , Couples,"Plant City, FL, ",Incredible colors and so fun to see in person,"We got there early in the morning on a cool day, so there was a lot of steam. We couldn't see the colors at first, then the temperature went up enough for us to get what seemed like a sneak peak. It was lovely! Fun to walk around that whole area. Such otherworldly geography!"
79,Grand_Prismatic_Spring,Sep 2020 , Couples,"Marlboro, NJ ",Amazing highlight of YS,This is definitely the highlight of Yellowstone. The day we went it was colder so there was a lot of steam coming out making photos more difficult. I recommend going up the Overlook trail to get a picture from higher up.
80,Grand_Prismatic_Spring,Sep 2020 , Couples,"Cincinnati, OH, ",Colorful!,Definitely a must see. Go early so you can park. The walk is not that long and is easy. The colors are great and the wind blowing off the water will cover you with mist.
81,Grand_Prismatic_Spring,Sep 2020,not available,"Los Angeles, CA, ",Be sure to go to overlook,"The best perspective on the spring, since it is so large, is from above and there is a new, excellent (somewhat steep) trail with an overview. It is also worthwhile to walk around the spring itself."
82,Grand_Prismatic_Spring,Sep 2020,not available,"Santee, CA ",Go in the late afternoon,This place was CRAZY busy when we drove by midday. You could find parking but prepared to walk a long way to the spring. We came back around 5pm when the sun was still high. Plenty of parking and it wasn't busy!
83,Grand_Prismatic_Spring,Sep 2020,not available,"Troutville, Virginia, United States ",Must see from observation point,"Observation point is not on any maps and a little difficult to find. Go to Fairy Falls hike. The beauty of the spring is not visible from the ground when walking the boardwalk, esp. as steam blows in your face. Beautiful from up top. Not easy climb but not long and well worth it."
84,Grand_Prismatic_Spring,Sep 2020,not available,"Houston, TX, ",Make sure you see Grand Prismatic from Midway Geyser Basin AND the Overlook,"Grand Prismatic is the LARGEST hot spring in the US. There are 2 ways to see Grand Prismatic Spring. The easier option is by walking the board walk at Midway Geyser Basin. The second is by parking at the Fairy Falls Parking Lot and walking the 1.6 miles round trip to the Grand Prismatic Overlook. We did both on Thursday, 9/3 and I would recommend both because when you see the Grand Prismatic up close, you don't really see the colors and perspective you would at the Overlook. The Overlook hike is DEFINITELY worth your time and energy.    The key to going to the Overlook is not to visit in the morning because the steam coming from the Grand Prismatic does NOT make for good photos. Go in the afternoon after the steam burns off. Yes, it may be hot and the trail has little shade. If the Fairy Falls small lot is full, there is another overflow parking lot.    We actually visited the Overlook twice (once at around 8 am and again at 3 pm). You can see in my photos how you will not be able to get a good picture early in the morning. The 1.6 miles round trip took us around an hour to walk."
85,Grand_Prismatic_Spring,Sep 2020 , Couples,"Chadds Ford, PA ",A Must See,These pools were so cool! There was a bison right in the parking area which was an unexpected treat. We were there at sunset so everything was very surreal. The contrasting winds that were cold and hot was so weird but very cool.
86,Grand_Prismatic_Spring,Aug 2020,not available,California ,Highlight of our Visit to Yellowstone,Seeing the Grand Prismatic Spring was definitely one of the highlights of our time in Yellowstone. The short hike up to the overlook is very much worth it!
87,Grand_Prismatic_Spring,Jul 2020 , Friends,"Tylertown, MS ",See it all,Don't miss a single pull off at Yellowstone National Park as the pandemic is here and you are not allowed to do much else.
88,Grand_Prismatic_Spring,Sep 2020,not available,"Camarillo, CA ",never seen anything like this,it was very pretty to see in person. gives you a different outlook when you see it in person. We reccomend hiking to the overlook to see the whole big picture
89,Grand_Prismatic_Spring,Sep 2020 , Couples,"Seattle, WA ",Cool and steamy in the morning,We tried to go around 11am yesterday but parking was insane. We arrived there around 7am this morning and it was a great experience. We watched the sun rise over the hill and shared the attraction with maybe another 10 cars. The walkways were a bit damp so watch your step. The vents were very steamy so we couldn't see the same colors you see in photos but still worth the visit.
